classical, classical_games, classical_rd, rapid, rapid_games, rapid_rd, blitz, blitz_games, blitz_rd, league_games
1866,535,45,1903,1065,45,1692,1447,45,1
1934,34,89,2094,172,64,2041,1251,50,2
1704,202,97,1758,863,51,1505,312,62,3
1805,66,68,1903,359,47,1610,792,45,2
1456,26,103,1185,6,201,918,16,143,7
1885,237,83,1744,206,96,1385,284,162,2
1621,37,83,1561,207,81,1442,192,55,1
2244,75,83,2405,244,70,2400,1526,47,7
1372,43,100,1398,215,65,1254,144,78,1
1875,70,55,1748,19,137,1500,0,500,1
1302,125,57,1213,1050,50,1056,1199,78,3
1264,173,83,1036,50,97,968,2,272,3
2077,32,92,2234,82,78,2204,379,46,9
1518,177,48,1559,346,47,1331,276,45,1
1898,44,100,2203,954,60,1858,1878,45,1
1721,173,62,1869,893,47,1695,4398,49,1
1789,24,92,1787,460,59,1491,899,45,1
1663,40,85,1643,255,61,1444,1054,45,2
1938,49,76,1490,9,159,1560,5,187,4
1707,110,52,1584,402,48,1294,78,46,2
1791,69,68,1614,184,86,1500,0,500,9
1519,22,102,1283,6,169,1571,7,177,8
1575,124,81,1495,482,93,1539,186,47,2
1790,20,89,1884,648,46,1698,431,46,1
1289,26,76,1093,9,173,1374,4649,45,1
1811,16,102,1520,443,61,1286,521,45,1
1917,65,79,1806,303,58,1637,282,60,8
1550,61,63,1423,6,173,1301,626,103,9
1623,45,110,1830,206,66,1520,38,91,2
1331,26,88,1193,61,110,1338,1215,45,7
1570,25,94,1473,11,136,1667,86,66,1
1604,17,121,1713,125,101,1254,78,111,1
1808,27,98,1958,985,45,1807,1595,45,3
1693,33,93,1500,0,500,1663,673,60,7
2029,90,68,2177,504,52,2037,5884,45,9
1673,135,96,2024,1967,64,1709,418,45,2
1508,40,88,1578,106,70,1222,136,76,7
2064,27,89,2086,657,45,2000,3512,78,9
1771,35,90,1931,981,45,1694,1115,46,1
1804,178,50,1500,0,500,1500,0,500,3
1920,47,78,1949,265,53,1636,109,48,9
1477,30,92,1472,25,97,1324,10,129,1
1883,27,88,1817,16,100,1696,37,76,1
1366,31,109,1500,0,500,1500,0,500,1
1923,17,103,1855,794,45,1551,1543,45,1
1700,2214,51,1689,59,55,1275,45,53,2
1474,61,71,1518,242,55,1500,0,500,7
1992,42,75,1998,272,59,1871,1232,45,9
2007,387,74,2308,1674,45,2151,4395,46,2
1783,31,112,1922,61,100,1500,0,500,1
2138,19,101,2135,23,96,1934,313,46,2
1841,24,95,1680,100,98,1500,0,500,1
1609,30,94,1668,32,104,1475,195,75,3
1700,35,78,1544,93,103,1481,244,77,2
1913,24,92,1732,491,49,1506,457,45,2
1822,60,69,1916,573,46,1591,583,45,9
1785,149,45,1736,209,68,1445,1682,47,1
1739,49,68,1631,206,49,1502,958,45,3
1563,25,82,1737,74,55,1519,550,68,1
1407,53,84,1439,131,69,1115,427,63,7
1856,616,46,1500,0,500,1500,0,500,8
1542,18,105,1745,1452,46,1406,130,76,1
1790,32,85,1783,747,45,1464,2826,46,1
2037,36,73,1977,33,88,1842,193,73,8
1722,21,101,1437,187,70,1231,257,51,10
1666,36,86,1658,3,299,1342,2,237,8
1641,60,95,1831,1002,51,1713,1284,45,1
1807,53,73,2090,1002,45,1987,4379,45,3
1435,134,79,1912,3,211,1500,0,500,5
1782,34,83,1619,85,60,1591,57,82,3
1466,356,95,1359,167,81,1185,1002,45,1
1802,40,81,1487,6,170,1500,0,500,1
1699,95,66,1700,605,46,1364,529,47,1
1853,22,98,1708,17,131,1808,255,82,8
1874,307,95,1830,806,87,1639,692,75,3
2123,29,86,2296,130,72,2141,811,52,8
1593,45,78,1674,7,150,1500,0,500,9
1847,35,83,1696,6,197,1582,11,145,9
1748,53,93,1866,49,86,1896,3259,46,7
1962,56,67,2054,340,79,2084,2403,51,7
1575,61,85,1611,136,63,1200,192,65,1
1362,66,85,1363,1,319,1500,0,500,4
1756,33,98,1940,295,49,1605,848,62,1
1656,45,60,1455,231,51,1403,1056,50,1
1952,2609,51,2107,1092,63,2123,8681,49,1
1666,121,106,1599,240,52,1329,392,62,1
1524,27,86,1691,5,164,1500,0,500,1
1813,28,106,1890,49,92,1443,65,66,3
1631,136,94,1911,1698,51,1631,1076,56,1
2096,122,71,2085,533,67,1909,277,48,9
1816,56,65,1500,0,500,1655,150,56,1
1248,82,56,1545,14,110,1500,0,500,1
1834,27,93,2031,373,46,1926,2429,47,1
1897,138,56,1843,61,56,1646,1135,45,1
1660,25,105,1800,248,51,1338,358,45,2
1647,45,71,1603,219,51,1503,338,45,1
1796,75,67,1772,533,52,1500,0,500,9
1605,135,121,1824,374,67,1574,1469,47,1
2204,55,75,1902,3,204,2000,80,115,2
1933,249,91,2091,2261,56,1964,6277,45,2
1334,49,76,1177,86,52,1032,255,51,9
1429,29,91,1687,25,112,1015,10,131,8
1865,26,90,1682,80,87,1370,326,87,1
2255,24,98,2205,260,104,2215,4001,46,7
1587,39,73,1857,860,48,1313,229,66,8
1753,13,113,1773,114,74,1807,609,60,1
2202,297,68,2377,129,56,2344,2762,45,5
1901,354,71,1917,323,62,1780,1488,47,8
2155,66,63,2218,271,63,1979,1400,45,5
2091,37,73,2233,91,93,2016,12,196,11
1563,27,88,1780,983,51,1405,172,65,2
1962,16,104,2349,488,45,1500,0,500,1
2028,79,58,2001,665,73,1715,27,96,1
1738,203,60,1766,860,45,1572,868,45,6
1801,106,69,1789,86,79,1651,273,61,8
1546,14,100,1470,279,46,1316,246,72,1
1687,63,68,1799,52,65,1536,133,46,1
1830,25,114,1659,257,78,1539,73,71,1
1443,141,66,1521,666,48,1322,554,48,2
2171,193,66,2321,730,53,1500,0,500,2
2177,27,98,2195,89,73,2143,754,49,8
1883,36,72,1893,132,69,1725,381,51,8
1695,26,92,1868,178,47,1789,6674,45,4
2036,334,47,2030,246,49,1928,798,53,9
1545,78,51,1740,54,61,1487,47,57,1
1618,39,88,1495,719,60,1368,485,68,9
1601,98,50,1586,1108,45,1488,1669,45,1
2065,32,71,2222,82,46,2015,170,46,1
1496,25,94,1699,941,45,1348,4455,70,7
1608,50,79,1444,8,157,1500,0,500,2
1812,69,63,1779,391,52,1481,211,66,8
2007,102,57,1985,714,68,1544,1561,69,1
1931,35,86,1797,637,93,1500,0,500,3
1810,67,71,1869,357,63,1508,191,45,3
1721,27,98,1798,629,60,1529,62,80,10
2245,299,59,2363,3401,45,2341,13269,45,1
2064,20,105,1921,16,126,2141,404,46,1
1941,60,80,1789,9,135,1886,2248,50,8
1898,20,94,2104,56,68,1879,366,45,5
1472,22,89,1311,59,72,1062,105,54,1
2022,41,77,2125,50,89,1897,8,137,9
1728,218,68,1747,470,46,1478,445,45,1
1722,30,107,1702,31,106,1541,40,99,1
1933,24,91,2073,555,45,1928,2000,45,2
2129,950,59,2228,6511,45,2106,1452,47,1
1655,13,110,1874,3,260,1669,29,88,1
2038,27,90,2220,112,84,2225,2966,57,9
1439,31,105,1469,55,68,1114,204,50,1
1933,21,102,1837,11,145,1578,19,105,1
1717,24,94,1868,261,45,1599,4409,45,1
1703,74,83,2017,2206,46,1761,711,52,1
1821,43,92,1887,10,137,1266,1,298,7
1595,44,70,1347,14,126,1302,291,58,1
2053,15,106,2287,628,45,2107,185,47,1
1797,24,94,1729,256,66,1661,902,49,1
1905,931,89,2263,2774,45,2050,2005,45,1
1684,134,66,1598,426,54,1399,1220,56,1
2113,22,89,1978,15,95,1910,1,311,1
1606,13,108,1635,2217,45,1205,1632,50,1
1999,401,74,2091,806,45,1961,5341,48,8
1748,69,79,1500,0,500,1500,0,500,3
1875,40,79,2056,810,52,1880,4463,45,2
1991,36,87,2139,173,70,1976,1264,45,1
2133,1025,45,2115,54,99,2232,5259,45,1
1946,73,91,2043,126,74,1956,968,58,8
1542,43,79,1582,453,65,1500,0,500,9
1809,28,83,1940,17,101,1751,28,72,1
1811,25,81,2186,20,84,1891,389,45,1
1879,13,124,1500,0,500,1280,4,185,1
1992,25,89,2044,105,48,1820,1,300,1
1893,73,94,2083,253,51,2105,2393,48,2
1569,23,89,1878,2409,48,1460,490,80,8
1782,99,86,2021,336,81,1788,1278,49,2
1980,42,83,2058,209,46,1919,70,64,1
1779,46,93,1736,69,70,1521,5127,45,1
1548,38,84,1604,556,46,1500,0,500,9
1751,71,78,1623,278,113,1770,1449,60,3
1818,31,81,1817,1010,53,1407,546,73,9
1733,229,80,2003,770,61,1909,2408,55,1
1977,838,95,2009,213,71,2001,2509,58,1
1893,42,67,1500,0,500,2250,29,72,1
1951,26,101,2161,62,97,2045,480,68,6
1500,16,103,1384,150,66,1158,54,71,1
1846,18,104,2008,220,54,1812,901,50,1
1577,21,98,1535,469,75,1447,967,45,1
1511,55,73,1475,566,57,1435,254,51,3
1720,82,80,1809,477,77,1810,1036,51,3
1454,1756,45,1390,297,45,1500,0,500,1
1611,84,61,1498,233,62,1517,813,46,2
1633,133,94,1788,76,72,1883,1,310,1
1844,19,91,1767,11,109,1673,25,76,8
1814,23,106,1943,765,51,1764,843,46,1
1949,63,85,1831,166,58,1500,0,500,8
1672,346,63,1738,1092,62,1099,101,107,11
1887,36,91,1911,57,95,1846,1138,45,8
1852,26,83,1761,3,211,1658,31,90,1
1580,54,60,1560,634,45,1336,473,58,3
2009,88,85,1871,40,121,1822,594,81,7
1921,27,90,1471,285,117,1546,219,63,3
1507,54,75,1436,190,67,1075,86,80,8
2116,21,98,2097,20,96,2050,507,45,1
1806,209,80,1909,228,63,1682,663,57,3
1395,24,80,1571,562,58,1265,228,45,1
1836,128,45,1891,1212,50,1814,4128,46,1
1630,21,104,1471,16,117,1500,0,500,2
1488,15,113,1565,98,71,1560,10,128,1
1928,85,66,2107,841,46,1906,1612,46,2
2157,242,54,2281,40,108,2130,1429,68,1
1451,296,63,1212,2,235,1500,0,500,1
1739,25,94,1719,90,92,1382,46,89,1
1449,29,86,1160,132,74,998,511,45,8
1856,846,79,1921,3047,72,1882,8469,72,3
1294,82,104,1537,545,60,1094,311,89,3
1744,60,68,1753,61,68,1657,10,117,1
2202,21,96,1500,0,500,1500,0,500,3
1933,54,85,1939,23,112,1500,0,500,6
1836,18,96,1730,864,46,1249,84,63,1
1867,144,98,2001,328,56,1890,6788,45,1
1680,312,56,1741,354,46,1485,912,45,2
1839,19,92,1871,951,55,1570,2930,45,7
1867,19,104,1755,153,49,1713,1,305,1
1838,84,76,1759,204,75,1530,34,90,8
2000,18,108,2014,302,57,2022,3768,45,2
1693,14,106,1723,39,72,1465,12,110,1
1751,53,79,1937,484,52,1821,1204,54,2
1674,15,110,1644,17,94,1489,14,106,1
2328,56,76,2304,25,146,2390,211,70,8
1804,55,79,1926,204,90,1803,1498,79,10
1919,517,48,1688,2006,45,1630,2394,57,9
1906,53,73,2009,62,95,1869,31,80,1
1815,22,98,1771,258,89,1845,532,64,11
1898,125,53,1330,391,68,1205,11,135,1
1868,97,65,1710,64,67,1355,407,45,1
1561,17,99,1553,1495,45,1615,7061,45,2
2137,57,77,2401,858,56,2220,6937,59,9
1902,23,96,1696,53,111,1574,123,98,7
1729,19,92,1736,159,62,1636,598,52,7
2006,76,93,2121,416,68,2097,1692,45,1
1671,60,77,1751,5,200,1500,0,500,8
1917,30,74,1500,0,500,1500,0,500,1
1735,81,59,1802,1323,46,1471,483,64,9
1739,144,105,1949,26,87,1894,1656,49,1
1756,45,90,1944,51,88,1725,245,69,8
2145,23,98,2230,37,108,2211,251,51,9
1693,38,78,1796,1043,71,1155,168,108,9
1722,294,105,1715,82,63,1412,299,58,1
2013,178,60,1960,768,45,1764,473,47,1
1784,24,87,1534,15,156,1534,217,77,1
1538,34,95,1912,720,54,1748,1287,45,1
1966,62,65,1988,559,47,1808,446,52,1
2302,451,53,2358,2247,45,2118,988,65,1
1773,175,48,1850,530,55,1591,914,45,1
2158,21,102,1920,13,125,1922,636,46,1
1877,157,51,1892,780,45,1560,197,59,1
1829,255,45,1948,554,45,1851,3412,45,1
1756,15,100,1875,65,96,1706,1603,45,1
1826,19,93,1584,60,65,1500,0,500,1
